,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,zipcode,sqft_living15,price
19648,4,2,1830,2,0,0,7,1830,0,418019.36094674555,2330,275000
19649,3,2,998,2,0,0,7,798,200,576834.808318264,998,320000
19650,4,2,2070,2,0,0,7,2070,0,529629.7824675324,2070,425000
19651,4,4,2860,3,0,0,10,2860,0,899607.6730769231,1990,1450000
19652,3,2,1920,1,0,3,9,1920,0,316742.3905579399,2384,340000
19653,3,2,1210,2,0,0,9,920,290,319581.3940298507,1070,299900
19654,5,4,4890,2,0,0,9,3590,1300,490377.1076923077,4590,865950
19655,4,2,3420,2,0,0,9,3420,0,521740.0146788991,2520,720000
19656,4,4,2870,2,0,3,9,2070,800,310612.75572519086,1770,460000
19657,3,2,1600,2,0,0,8,1600,0,617053.9660194175,1445,375000
19658,2,2,960,2,0,0,7,960,0,634558.1448275862,1470,386180
19659,3,3,1740,1,0,3,7,1740,0,316742.3905579399,2380,280000
19660,4,2,2575,2,0,0,8,2575,0,281194.8698060942,2575,359000
19661,5,3,3660,2,0,2,10,3660,0,529629.7824675324,3320,785000
19662,3,2,1420,2,0,0,8,940,480,594706.5422740525,1400,425000
19663,5,2,3070,2,0,0,8,3070,0,493625.3098290598,2590,575000
19664,3,2,1920,1,0,0,8,1920,0,316742.3905579399,2010,465000
19665,4,3,4160,2,0,0,10,4160,0,1356523.9905362776,1840,1850000
19666,4,3,3276,2,0,0,9,3276,0,464322.38976377953,2010,720000
19667,5,4,2890,1,0,0,7,1310,1580,355678.51612903224,1930,390000
19668,3,2,3430,2,0,0,10,3430,0,521740.0146788991,3110,2210000
19669,4,4,3390,2,0,0,9,2610,780,792187.8738170346,3350,1050000
19670,6,4,2930,2,0,3,9,2930,0,859938.5542168674,3210,915000
19671,2,2,1300,3,0,0,8,1300,0,585048.7790697674,1300,562000
19672,2,2,1250,2,0,0,7,1040,210,594706.5422740525,1250,349000
19673,4,2,2310,2,0,0,8,2310,0,311580.33638025593,2310,375000
19674,2,2,1360,3,0,0,8,1360,0,579109.8082706766,1280,479950
19675,4,2,2020,2,0,0,7,2020,0,286742.81162324647,2300,319000
19676,3,2,1270,3,0,0,8,1270,0,387011.5902636917,1090,325000
19677,4,3,2790,2,0,0,8,2790,0,440232.31363636366,2790,505657
19678,4,2,2320,2,0,0,7,2320,0,367091.48387096776,2150,340000
19679,3,2,1750,2,0,0,7,1750,0,281194.8698060942,1398,250000
19680,4,2,2030,2,0,0,8,2030,0,281194.8698060942,2040,349500
19681,3,2,1270,2,0,0,7,1080,190,418019.36094674555,1630,290750
19682,5,3,2710,2,0,0,8,2230,480,617053.9660194175,2160,715000
19683,4,3,2520,2,0,0,8,2520,0,469928.76772616134,1890,689950
19684,2,2,1340,3,0,0,8,1340,0,576834.808318264,1510,425000
19685,2,3,1570,3,0,0,8,1570,0,579109.8082706766,1570,657000
19686,4,4,2690,2,0,0,7,2690,0,367091.48387096776,2210,359950
19687,4,3,2475,2,0,0,7,2475,0,234284.0351758794,2475,319900
19688,3,4,2260,2,0,0,9,1170,1090,418019.36094674555,2130,532000
19689,2,1,840,3,0,0,8,840,0,585048.7790697674,1110,291000
19690,3,3,1720,2,0,0,8,1030,690,1096239.0074349442,1720,675000
19691,3,2,2940,3,0,0,9,2940,0,551768.5209125475,1680,885000
19692,5,4,4170,2,0,0,10,4170,0,1356523.9905362776,1930,1450000
19693,6,4,4310,2,0,0,8,2950,1360,685675.8435374149,2100,780000
19694,4,3,3010,2,0,0,9,3010,0,803990.8194444445,3010,839950
19695,3,2,2170,"2,5",0,0,8,2170,0,617053.9660194175,2150,645000
19696,3,2,1584,2,0,0,7,1584,0,234284.0351758794,1584,263000
19697,2,2,1110,3,0,0,8,1110,0,585048.7790697674,1360,345000
19698,4,2,2420,2,0,0,8,2420,0,493625.3098290598,2750,505000
19699,2,2,1430,2,0,0,8,1340,90,619944.1492281304,1430,522500
19700,3,2,2393,2,0,0,8,2393,0,304262.1082089552,2439,400000
19701,3,2,1240,3,0,0,8,1240,0,585048.7790697674,1310,543000
19702,4,2,2980,1,0,0,8,1910,1070,420895.47536945814,2240,495000
19703,4,4,2970,2,0,0,8,2260,710,493625.3098290598,2970,549995
19704,3,2,2329,2,0,0,8,2329,0,296187.98046875,2197,327555
19705,5,3,3340,2,0,0,8,2600,740,529629.7824675324,2770,690000
19706,4,2,2580,2,0,0,9,2580,0,618695.1090909091,1290,673000
19707,3,2,2029,2,0,0,9,2029,0,294111.27857142856,2029,384435
19708,4,3,3430,2,0,0,9,3050,380,645244.2264808363,3070,780000
19709,5,4,3330,2,0,2,9,2470,860,585048.7790697674,1780,1380000
19710,5,4,3220,2,0,0,8,3220,0,645244.2264808363,2970,950968
19711,2,2,1240,2,0,0,7,1150,90,617053.9660194175,1240,334950
19712,3,4,1500,2,0,0,8,1240,260,579109.8082706766,1440,489000
19713,3,3,3530,2,0,0,10,3530,0,462488.8692579505,1940,600000
19714,3,2,1260,2,0,0,8,1020,240,319581.3940298507,1260,282000
19715,4,4,4168,2,0,0,10,3222,946,286742.81162324647,4362,442000
19716,2,2,1030,2,0,0,7,1030,0,367091.48387096776,1030,220000
19717,3,2,3080,2,0,0,8,3080,0,304262.1082089552,3080,489000
19718,3,2,1072,2,0,0,7,1072,0,311580.33638025593,1443,250000
19719,4,3,2790,2,0,0,8,2790,0,440232.31363636366,2620,484259
19720,3,2,4090,2,0,2,11,3590,500,676419.3921568628,3740,1680000
19721,3,2,1800,2,0,0,8,1800,0,529629.7824675324,1800,450000
19722,2,2,830,2,0,0,7,830,0,634558.1448275862,1540,299000
19723,3,2,2280,2,0,0,8,2280,0,462488.8692579505,2070,450000
19724,4,3,2110,2,0,0,9,1710,400,612642.738317757,2000,585000
19725,3,2,1570,3,0,0,8,1570,0,585048.7790697674,1290,660000
19726,2,2,830,2,0,0,7,830,0,551768.5209125475,1120,301500
19727,4,4,4120,2,0,0,10,4120,0,790734.704735376,3730,949950
19728,4,2,2540,2,0,0,9,2540,0,612642.738317757,2580,759990
19729,4,3,2050,2,0,0,8,2050,0,281194.8698060942,2050,355000
19730,4,3,3080,2,0,0,9,3080,0,803990.8194444445,3010,889950
19731,3,2,2390,2,0,0,8,2220,170,617053.9660194175,2150,629800
19732,4,2,3170,2,0,0,9,3170,0,420895.47536945814,1580,745000
19733,2,2,1240,2,0,0,7,1050,190,594706.5422740525,1250,379900
19734,3,2,1090,2,0,0,8,960,130,424734.60451977403,1400,335000
19735,5,4,4630,2,0,0,9,3210,1420,529629.7824675324,4420,809000
19736,4,2,3230,2,0,0,8,3230,0,529629.7824675324,2720,569950
19737,4,4,3510,2,0,0,10,3510,0,529629.7824675324,3690,723000
19738,4,2,1785,2,0,0,8,1785,0,296187.98046875,1691,282000
19739,5,3,2360,2,0,0,8,1990,370,355678.51612903224,1720,569900
19740,4,2,2340,1,0,0,7,2340,0,359496.2604166667,1180,385000
19741,3,2,1620,3,0,0,8,1540,80,617053.9660194175,1620,420000
19742,3,3,3890,2,0,0,12,2890,1000,899607.6730769231,2860,2250000
19743,4,4,3590,2,0,2,9,3140,450,619944.1492281304,2100,1210000
19744,4,3,1984,2,0,0,7,1984,0,234284.0351758794,2095,292000
19745,3,2,1640,3,0,0,8,1640,0,863228.9432314411,1720,645000
19746,4,2,1350,3,0,0,7,1350,0,617053.9660194175,1390,304500
19747,4,4,2730,2,0,0,8,2000,730,424815.06315789477,2430,489500
19748,4,4,5610,3,0,0,11,4750,860,685675.8435374149,4560,1580000
19749,2,1,962,2,0,0,7,962,0,619944.1492281304,1130,390000
19750,4,4,3040,2,0,0,8,2350,690,612642.738317757,2050,815000
19751,3,4,2540,2,0,1,9,2010,530,859938.5542168674,3240,719000
19752,4,2,2240,2,0,0,8,2240,0,281194.8698060942,2240,331210
19753,3,2,1260,2,0,0,7,1040,220,387011.5902636917,1260,245000
19754,5,4,3210,2,0,0,8,2410,800,424815.06315789477,2750,465000
19755,3,2,1620,3,0,4,8,1470,150,585048.7790697674,1620,580000
19756,3,2,1580,"2,5",0,2,8,1180,400,618695.1090909091,1500,540000
19757,3,2,1430,3,0,0,7,1430,0,585048.7790697674,1360,399000
19758,4,2,1850,2,0,0,8,1850,0,367091.48387096776,2140,328000
19759,4,2,3340,2,0,0,10,3340,0,529629.7824675324,3220,701000
19760,3,3,2670,2,0,0,8,2670,0,367091.48387096776,2340,408000
19761,5,4,4660,2,0,2,11,4660,0,1356523.9905362776,3340,2640000
19762,3,2,1550,2,0,0,8,1060,490,594706.5422740525,1550,445000
19763,4,2,3470,2,0,0,9,3470,0,529629.7824675324,2730,672500
19764,3,2,3010,2,0,0,8,3010,0,493625.3098290598,3030,538000
19765,5,4,3931,2,0,0,10,2650,1281,286742.81162324647,3510,450000
19766,3,2,1800,2,0,0,8,1800,0,424734.60451977403,1380,362500
19767,3,2,1570,3,0,0,8,1570,0,585048.7790697674,1570,414950
19768,3,2,2230,2,0,0,8,2230,0,387011.5902636917,2230,679950
19769,4,2,2423,2,0,0,8,2423,0,286742.81162324647,2495,290000
19770,3,2,1160,2,0,0,7,790,370,319581.3940298507,1160,230000
19771,2,2,1440,1,0,0,8,1440,0,677215.034739454,1510,439950
19772,4,2,2052,2,0,0,8,2052,0,294111.27857142856,2052,349900
19773,5,2,2780,2,0,0,8,2780,0,424734.60451977403,1150,550000
19774,4,4,3720,2,0,2,9,2960,760,618695.1090909091,2550,1050000
19775,2,2,1460,2,0,0,9,1180,280,849714.8097826086,1800,655000
19776,3,4,1370,2,0,0,8,1100,270,618695.1090909091,1370,385000
19777,6,4,3600,2,0,0,9,2510,1090,418019.36094674555,1360,729999
19778,3,2,1420,3,0,0,8,1420,0,585048.7790697674,1530,523950
19779,2,2,980,2,0,0,8,670,310,618695.1090909091,980,369000
19780,3,2,1790,2,0,0,8,1790,0,617053.9660194175,1890,509900
19781,3,2,2010,2,0,0,7,2010,0,311580.33638025593,2280,282000
19782,3,2,2370,2,0,0,8,2370,0,367091.48387096776,2370,387865
19783,4,2,2560,2,0,0,8,2560,0,310612.75572519086,2560,385000
19784,3,2,1900,2,0,0,7,1900,0,790734.704735376,2260,536000
19785,2,2,1350,2,0,0,8,1050,300,551768.5209125475,1250,395000
19786,4,3,2650,2,0,0,10,2650,0,420895.47536945814,2740,545000
19787,4,2,3020,2,0,4,9,3020,0,529629.7824675324,3020,715000
19788,3,2,1500,2,0,0,7,1500,0,612642.738317757,1440,348000
19789,3,2,1320,3,0,0,9,1320,0,634558.1448275862,1380,455000
19790,4,3,3120,2,0,0,10,3120,0,529629.7824675324,2980,575000
19791,3,2,1540,3,0,0,7,1540,0,585048.7790697674,1230,449950
19792,3,2,1800,2,0,0,8,1800,0,424734.60451977403,1580,364000
19793,4,2,3640,2,0,0,9,3640,0,645244.2264808363,3570,932990
19794,3,2,2440,2,0,0,9,2440,0,645244.2264808363,2030,710000
19795,4,4,3970,2,0,0,9,3970,0,685675.8435374149,3560,949990
19796,3,2,2060,2,0,0,8,2060,0,367091.48387096776,2370,326989
19797,3,2,2538,2,0,0,8,2538,0,334921.0626780627,2570,335606
19798,5,4,4270,2,0,0,11,3400,870,803990.8194444445,4100,1530000
19799,3,2,1320,2,0,0,7,1320,0,418019.36094674555,1390,299950
19800,4,3,3340,2,0,0,11,3340,0,493625.3098290598,3340,962000
19801,2,2,1590,2,0,0,8,1590,0,612642.738317757,1590,395825
19802,5,3,2710,2,0,0,8,2710,0,367091.48387096776,2710,419354
19803,4,3,3140,2,0,1,10,3140,0,521740.0146788991,2990,920000
19804,3,2,1445,2,0,0,7,1300,145,617053.9660194175,1445,366000
19805,4,2,2430,2,0,0,7,2430,0,529629.7824675324,2430,480000
19806,3,3,1370,2,0,0,8,1100,270,618695.1090909091,1370,388000
19807,4,4,5050,2,0,0,11,3610,1440,1356523.9905362776,2430,2320000
19808,3,2,1860,2,0,0,9,1240,620,634558.1448275862,1710,730000
19809,5,4,5330,2,0,2,10,3570,1760,617053.9660194175,4420,950000
19810,3,3,1710,2,0,0,7,1400,310,319581.3940298507,1380,358990
19811,4,2,2650,2,0,0,8,2650,0,359496.2604166667,2030,398651
19812,4,2,2590,2,0,0,9,2590,0,420895.47536945814,1400,530000
19813,4,2,2610,2,0,0,9,2610,0,420895.47536945814,2720,610360
19814,3,2,1770,3,0,0,8,1600,170,585048.7790697674,1680,436110
19815,4,3,3730,2,0,0,10,3730,0,685675.8435374149,3670,925000
19816,4,2,2420,2,0,0,9,2420,0,464322.38976377953,1400,449950
19817,4,2,3330,2,0,0,9,3330,0,645244.2264808363,2640,760000
19818,3,2,1910,2,0,0,8,1910,0,304262.1082089552,1714,293000
19819,2,2,2170,1,0,2,8,2170,0,677215.034739454,2300,695000
19820,3,2,2437,2,0,0,7,2437,0,234284.0351758794,2437,285000
19821,5,4,4180,2,0,0,10,4180,0,790734.704735376,1800,1260000
19822,3,2,1800,2,0,0,8,1800,0,424734.60451977403,1580,379900
19823,5,2,2570,2,0,0,8,2570,0,424815.06315789477,2890,472000
19824,4,2,2090,2,0,0,7,2090,0,300340.40293040295,2090,300000
19825,4,2,2789,2,0,0,7,2789,0,281194.8698060942,2547,272000
19826,4,2,2906,2,0,0,9,2906,0,334921.0626780627,2680,418395
19827,5,2,2550,2,0,0,7,2550,0,529629.7824675324,2190,465000
19828,4,3,3550,2,0,0,9,3550,0,493625.3098290598,3550,659950
19829,3,2,1590,3,0,0,8,1590,0,551768.5209125475,1640,484950
19830,3,2,1950,2,0,0,7,1160,790,420895.47536945814,1950,359000
19831,4,2,3250,2,0,0,8,3250,0,493625.3098290598,3030,519000
19832,5,4,4590,2,0,0,10,4590,0,803990.8194444445,3030,1710000
19833,4,3,3070,2,0,0,9,3070,0,493625.3098290598,2880,535000
19834,4,3,3030,2,0,0,8,2830,200,529629.7824675324,3400,622950
19835,3,2,2610,2,0,0,8,2610,0,493625.3098290598,2810,515000
19836,4,4,3150,2,0,0,7,3150,0,311580.33638025593,2950,330000
19837,3,2,1240,3,0,0,8,1240,0,387011.5902636917,1240,318000
19838,3,2,1680,2,0,0,7,1680,0,490377.1076923077,1920,439000
19839,3,2,2220,2,0,0,8,2220,0,359496.2604166667,1610,540000
19840,4,3,4800,2,0,0,10,4800,0,493625.3098290598,4750,1080000
19841,4,2,3100,2,0,0,9,3100,0,367091.48387096776,2450,435000
19842,4,4,7850,2,0,0,12,7850,0,617053.9660194175,6210,2700000
19843,4,3,3590,2,0,0,10,3590,0,645244.2264808363,3590,1100000
19844,4,2,1590,3,0,0,7,1590,0,617053.9660194175,1390,293467
19845,3,2,2242,2,0,0,8,2242,0,334921.0626780627,2009,328000
19846,3,4,2490,2,0,0,8,1720,770,617053.9660194175,1445,550000
19847,3,2,1530,3,0,0,9,1530,0,579109.8082706766,1620,649000
19848,4,2,2150,2,0,0,7,2150,0,493625.3098290598,2640,435000
19849,3,2,2440,2,0,0,10,2440,0,319581.3940298507,1180,625000
19850,3,2,1270,3,0,0,8,1270,0,619944.1492281304,1270,415000
19851,3,2,1450,2,0,0,7,1450,0,462488.8692579505,1490,400000
19852,3,2,2690,3,0,0,10,2690,0,576834.808318264,2040,979000
19853,4,2,2755,2,0,0,7,2755,0,677215.034739454,2510,625250
19854,4,4,2650,2,0,0,8,2230,420,617053.9660194175,2330,665000
19855,3,3,2310,2,0,0,8,1730,580,618695.1090909091,2310,589500
19856,2,3,1460,2,0,0,8,1140,320,551768.5209125475,1460,437000
19857,3,1,1400,1,0,0,7,1400,0,493625.3098290598,1440,320000
19858,3,2,2196,2,0,0,8,2196,0,296187.98046875,1860,333500
19859,3,2,2020,2,0,0,8,1680,340,355678.51612903224,1720,430000
19860,5,4,4280,2,0,0,10,4280,0,521740.0146788991,2990,995500
19861,3,3,2340,2,0,0,8,2340,0,440232.31363636366,2790,427874
19862,4,2,2220,2,0,0,8,2220,0,359496.2604166667,2220,334990
19863,4,4,4420,2,0,0,10,3410,1010,617053.9660194175,4510,909500
19864,3,2,1580,2,0,0,7,1580,0,311580.33638025593,2280,210000
19865,4,3,3550,2,0,0,9,3550,0,645244.2264808363,3140,952990
19866,2,2,1510,3,0,0,8,1420,90,579109.8082706766,1300,622500
19867,3,4,1360,2,0,0,8,1040,320,579109.8082706766,1560,515000
19868,3,2,2040,2,0,0,8,2040,0,311580.33638025593,1850,350000
19869,1,2,1120,3,0,0,7,1120,0,594706.5422740525,1380,310000
19870,4,4,4490,2,0,0,9,3390,1100,529629.7824675324,4290,700000
19871,4,2,3560,2,0,0,9,2930,630,790734.704735376,3560,907687
19872,2,2,2150,1,0,0,8,2150,0,677215.034739454,1640,741500
19873,3,2,2130,2,0,0,8,1840,290,424815.06315789477,2130,395000
19874,5,3,2990,2,0,0,8,2990,0,493625.3098290598,2730,559950
19875,4,2,1847,2,0,0,7,1847,0,281194.8698060942,1847,215000
19876,4,2,2610,2,0,0,9,2610,0,423665.99,2630,390000
19877,3,2,1670,1,0,0,7,1670,0,316742.3905579399,3310,425000
19878,3,2,1860,2,0,0,7,1860,0,367091.48387096776,2070,472000
19879,4,4,3440,2,0,0,10,3440,0,1194873.6382978724,2400,1330000
19880,4,4,3510,2,0,0,10,3510,0,529629.7824675324,3510,695000
19881,3,2,1740,3,0,0,8,1740,0,618695.1090909091,1740,545000
19882,4,2,2240,2,0,0,8,2240,0,420895.47536945814,700,389950
19883,3,2,1550,3,0,0,8,1550,0,585048.7790697674,1550,380000
19884,4,2,1390,3,0,0,7,1390,0,617053.9660194175,1390,288790
19885,3,3,2500,2,0,0,8,2500,0,353619.07472527475,2130,432500
19886,3,4,2710,2,0,0,8,1650,1060,617053.9660194175,2280,615000
19887,3,2,1720,2,0,0,9,1720,0,387011.5902636917,1720,500000
19888,3,2,1760,3,0,0,9,1760,0,634558.1448275862,1346,615000
19889,4,2,2270,1,0,0,7,1150,1120,521740.0146788991,1920,500000
19890,3,4,1690,2,0,0,8,1370,320,585048.7790697674,1690,622000
19891,5,4,4000,2,0,0,9,4000,0,586120.875,3690,802945
19892,4,2,2880,2,0,0,10,2880,0,803990.8194444445,2640,1260000
19893,3,2,1480,3,0,0,8,1480,0,579109.8082706766,1530,598950
19894,3,2,1950,2,0,0,7,1950,0,529629.7824675324,2200,430000
19895,4,3,2700,2,0,0,9,2700,0,529629.7824675324,2700,515000
19896,2,3,2210,2,0,0,10,1500,710,634558.1448275862,1720,1260000
19897,4,4,2370,"2,5",0,0,8,2370,0,420895.47536945814,2520,400000
19898,3,2,1310,2,0,0,7,850,460,618695.1090909091,1310,390000
19899,3,2,2410,2,0,0,7,2410,0,529629.7824675324,2190,450000
19900,5,2,3360,2,0,0,9,3360,0,685675.8435374149,3360,804995
19901,4,3,3040,2,0,0,8,2350,690,612642.738317757,2680,825000
19902,4,2,2140,2,0,0,7,2140,0,529629.7824675324,2480,435000
19903,3,2,1720,2,0,0,7,1240,480,551768.5209125475,1610,398000
19904,4,2,2658,2,0,0,9,2658,0,334921.0626780627,2578,411605
19905,3,3,1480,2,0,0,8,1180,300,319581.3940298507,1330,315000
19906,2,2,1350,3,0,0,8,1350,0,792187.8738170346,1310,455000
19907,3,2,1150,2,0,0,8,1020,130,579109.8082706766,1450,452950
19908,3,2,1690,2,0,0,8,1380,310,355678.51612903224,1690,380000
19909,2,2,1270,2,0,0,8,1270,0,355678.51612903224,1140,340000
19910,3,2,2655,2,0,0,8,2655,0,286742.81162324647,2879,409950
19911,2,1,880,2,0,0,8,880,0,634558.1448275862,1640,360000
19912,4,4,4645,2,0,0,10,3855,790,1096239.0074349442,2150,1600000
19913,3,2,1270,3,0,0,8,1270,0,619944.1492281304,1270,440000
19914,2,2,1728,1,0,3,9,1728,0,489382.0170940171,1720,730000
19915,3,2,1950,1,0,0,8,1950,0,289078.3455882353,2310,408000
19916,4,2,3170,3,0,0,8,3170,0,521740.0146788991,2840,820000
19917,2,2,1233,2,0,0,7,963,270,551768.5209125475,1230,360000
19918,3,2,2570,2,0,0,8,2570,0,334921.0626780627,2570,339990
19919,3,2,1560,3,0,0,8,1560,0,634558.1448275862,1560,515000
19920,3,2,1630,2,0,0,8,1020,610,579109.8082706766,1420,541000
19921,4,2,2510,2,0,0,9,2510,0,359496.2604166667,1830,375000
19922,4,2,2223,2,0,0,8,2223,0,311580.33638025593,1690,320000
19923,2,2,1230,2,0,0,7,1160,70,617053.9660194175,1240,325000
19924,5,3,3050,2,0,0,8,3050,0,420895.47536945814,2180,740000
19925,5,3,2710,2,0,0,8,2710,0,367091.48387096776,2530,450000
19926,4,2,2090,2,0,0,8,2090,0,418019.36094674555,2090,455000
19927,3,2,1440,2,0,0,8,1160,280,319581.3940298507,1580,292500
19928,3,2,2500,1,0,0,9,1510,990,617053.9660194175,2270,650000
19929,4,3,2740,2,0,0,10,2740,0,420895.47536945814,1220,530000
19930,5,3,3360,2,0,0,9,3360,0,685675.8435374149,3230,829995
19931,4,3,2280,2,0,0,8,2280,0,424815.06315789477,2130,395000
19932,4,3,3520,2,0,0,9,3520,0,685675.8435374149,3340,859990
19933,2,2,1320,2,0,0,8,1100,220,594706.5422740525,1340,342500
19934,4,3,3410,2,0,0,9,3410,0,677215.034739454,3420,743000
19935,3,2,2730,1,0,0,7,1390,1340,296187.98046875,2255,345000
19936,3,2,1780,2,0,0,8,1530,250,424734.60451977403,1380,443000
19937,3,2,1427,2,0,0,7,1427,0,311580.33638025593,1443,260000
19938,4,2,2910,2,0,0,9,2910,0,803990.8194444445,2910,810000
19939,4,3,3250,2,0,0,8,3250,0,493625.3098290598,2730,570000
19940,5,4,3630,2,0,0,10,3630,0,1356523.9905362776,1730,1560000
19941,2,2,1680,3,0,0,9,1680,0,849714.8097826086,1680,840000
19942,3,2,2280,3,0,0,9,1890,390,1096239.0074349442,1390,950000
19943,3,2,3310,2,0,0,9,2380,930,529629.7824675324,2660,572800
19944,3,3,1290,3,0,0,7,1290,0,469928.76772616134,1230,305000
19945,5,5,3940,2,0,0,10,3230,710,1356523.9905362776,1910,1700000
19946,4,2,2170,2,0,0,7,1630,540,319581.3940298507,1720,445000
19947,4,4,3290,2,0,0,9,3290,0,612642.738317757,3290,801000
19948,3,2,2550,2,0,0,9,2550,0,645244.2264808363,2250,711000
19949,3,2,1140,2,0,0,7,850,290,424734.60451977403,1140,268500
19950,4,2,2300,2,0,0,7,2300,0,311580.33638025593,2110,320000
19951,4,3,2670,1,0,0,9,1640,1030,355678.51612903224,1610,500000
19952,4,2,2440,2,0,0,9,2440,0,576834.808318264,1350,631625
19953,2,2,1611,2,0,2,10,1611,0,880077.752293578,2070,850000
19954,3,4,2710,2,0,0,8,1650,1060,617053.9660194175,2440,600000
19955,3,3,2015,2,1,4,9,2015,0,464322.38976377953,1780,988500
19956,4,3,3444,2,0,0,8,2714,730,286742.81162324647,2848,430236
19957,3,2,3060,2,0,0,10,3060,0,1356523.9905362776,3060,1270000
19958,4,2,2050,2,0,0,8,2050,0,612642.738317757,1800,689500
19959,3,2,1390,2,0,0,7,1390,0,355678.51612903224,1490,175003
19960,2,2,1240,3,0,0,8,1240,0,579109.8082706766,1240,459000
19961,4,3,3750,2,0,0,10,3750,0,677215.034739454,4920,1180000
19962,3,3,1410,3,0,0,8,1360,50,469928.76772616134,1500,358000
19963,4,2,2448,2,0,0,9,2448,0,296187.98046875,2815,447055
19964,3,3,2600,"1,5",0,0,8,2600,0,455617.1129032258,1740,415000
19965,4,3,3330,2,0,0,9,2870,460,803990.8194444445,2550,1210000
19966,2,2,1160,2,0,0,8,1000,160,1096239.0074349442,1200,495000
19967,2,2,1330,2,0,0,8,1060,270,618695.1090909091,1580,479000
19968,3,2,2830,3,1,4,10,2830,0,685675.8435374149,2830,1900000
19969,3,2,1610,2,0,0,8,1610,0,304262.1082089552,1830,249900
19970,4,2,2800,2,0,0,9,2800,0,585048.7790697674,1770,1470000
19971,5,4,4570,2,0,0,11,4570,0,521740.0146788991,2040,1040000
19972,4,2,2820,2,0,0,9,2820,0,619944.1492281304,1510,897000
19973,4,2,2570,2,0,0,9,2570,0,803990.8194444445,2570,1100000
19974,3,2,1710,2,0,0,9,1140,570,634558.1448275862,1510,685000
19975,3,2,1220,2,0,0,7,1220,0,803990.8194444445,1220,295000
19976,3,2,1650,3,0,0,8,1650,0,585048.7790697674,1570,619000
19977,2,2,1130,2,0,0,8,910,220,618695.1090909091,1310,439108
19978,3,2,1489,2,0,0,7,1489,0,234284.0351758794,1584,260000
19979,5,2,2690,2,0,0,7,2690,0,310612.75572519086,2090,279000
19980,3,2,1530,2,0,0,7,1116,414,676419.3921568628,1320,380000
19981,3,2,1600,2,0,0,8,1600,0,334921.0626780627,1608,287000
19982,2,2,1000,2,0,0,7,930,70,792187.8738170346,1420,377000
19983,4,4,2440,3,0,1,8,2440,0,576834.808318264,1860,649950
19984,3,2,1260,3,0,0,8,1260,0,579109.8082706766,1320,445000
19985,3,2,1660,3,0,0,7,1610,50,619944.1492281304,1210,605000
19986,3,2,1190,2,0,0,7,960,230,619944.1492281304,1190,475000
19987,3,3,1520,3,0,0,8,1520,0,469928.76772616134,1360,399000
19988,5,3,3250,2,0,0,8,3250,0,469928.76772616134,1270,718000
19989,4,3,4700,1,0,4,11,2520,2180,618695.1090909091,2240,1400000
19990,3,2,1480,2,0,0,9,1180,300,424734.60451977403,1380,341000
19991,2,2,2380,1,0,2,8,2380,0,677215.034739454,1610,818000
19992,3,2,1640,3,0,0,8,1640,0,1096239.0074349442,1640,759000
19993,3,4,1650,3,0,0,8,1650,0,585048.7790697674,1620,547500
19994,5,5,5305,2,0,2,11,3745,1560,803990.8194444445,2960,2700000
19995,2,2,1278,2,0,0,7,1002,276,551768.5209125475,1220,358000
19996,3,2,1200,3,0,0,9,1200,0,594706.5422740525,1750,412000
19997,2,2,690,2,0,0,7,690,0,585048.7790697674,690,245000
19998,4,2,3202,2,0,0,9,3202,0,296187.98046875,2425,460940
19999,3,2,1347,3,0,0,7,1347,0,469928.76772616134,1480,321000
20000,4,4,2960,2,0,0,9,2960,0,529629.7824675324,2960,633634
20001,1,1,740,1,0,0,6,740,0,579109.8082706766,1430,290000
20002,2,2,1200,3,0,0,7,1200,0,579109.8082706766,1280,445000
20003,5,4,4320,2,0,0,9,3500,820,420895.47536945814,3250,887250
20004,3,2,2310,1,0,3,8,2310,0,677215.034739454,2310,739000
20005,3,2,1490,3,0,0,8,1490,0,594706.5422740525,1420,429900
20006,3,2,1480,2,0,0,8,1000,480,551768.5209125475,1480,459000
20007,3,2,1481,2,0,0,7,1481,0,234284.0351758794,1481,240000
20008,3,3,1730,3,0,0,8,1730,0,576834.808318264,1830,566950
20009,4,4,3900,2,0,0,10,3900,0,803990.8194444445,3820,1040000
20010,3,4,1130,3,0,0,7,1130,0,585048.7790697674,1130,343000
20011,4,3,3230,2,0,0,9,3230,0,367091.48387096776,2980,572115
20012,5,4,3920,2,0,0,9,2820,1100,645244.2264808363,3170,918000
20013,2,2,1190,2,0,0,8,1190,0,634558.1448275862,1280,555000
20014,4,2,2311,2,0,0,9,2311,0,334921.0626780627,2458,399440
20015,3,2,1810,3,0,0,8,1380,430,618695.1090909091,1810,450000
20016,4,2,3290,2,0,0,9,3290,0,529629.7824675324,2990,648000
20017,4,2,3250,2,0,0,8,3250,0,493625.3098290598,3230,580000
20018,4,2,2544,2,0,0,9,2544,0,296187.98046875,2358,415000
20019,3,2,1380,3,0,0,8,1380,0,899607.6730769231,1380,527500
20020,3,2,1430,2,0,0,8,1140,290,551768.5209125475,1430,384000
20021,3,2,3490,"1,5",0,2,9,2242,1248,489382.0170940171,2120,692000
20022,2,2,910,2,0,0,8,820,90,849714.8097826086,2740,455000
20023,4,3,3080,2,0,0,9,2380,700,576834.808318264,1410,1280000
